doi,title,author,variable,region,model,climate.scenario,value,estimation.year,unit,focus,study,publication.date
,isimip database,isimip (2024),iww,global,lpjml,ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2296.57588983716,2070,km3/year,projected,isimip (2024).lpjml.ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2272.69345183104,2080,km3/year,projected,isimip (2024).lpjml.ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2039.1428232991,2090,km3/year,projected,isimip (2024).lpjml.ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2212.32404058689,2099,km3/year,projected,isimip (2024).lpjml.ipsl-cm5a-lr_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2300.98934390103,2020,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2285.51988526947,2030,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2429.74123915858,2040,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2312.97975359392,2050,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2428.87659120808,2060,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2481.84442497447,2070,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2464.20342524132,2080,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2471.87927775647,2090,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_2005soc,2454.61921614755,2099,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2475.02386413109,2020,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2453.03335442193,2030,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2792.00113722102,2040,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2525.43331741039,2050,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2644.61518191997,2060,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2551.25035206641,2070,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2403.83416238733,2080,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2428.72813117755,2090,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp26_rcp26soc,2183.94447760538,2099,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp26_rcp26soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2416.72130223716,2020,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2169.76256998979,2030,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2238.75695318402,2040,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2224.23718710086,2050,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2049.52034108538,2060,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2150.47939742235,2070,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2114.81085676188,2080,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2118.76463480257,2090,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp60_2005soc,2089.52173079917,2099,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2262.74604852534,2020,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2244.40922358229,2030,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2262.18904191719,2040,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2030.55592002759,2050,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2126.87742350747,2060,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,2007.24118510675,2070,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,1844.51557646815,2080,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,1756.86200379589,2090,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,lpjml,miroc5_ewembi_rcp85_2005soc,1668.54315105327,2099,km3/year,projected,isimip (2024).lpjml.miroc5_ewembi_rcp85_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,376.325939774144,2020,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,359.885149615412,2030,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,405.391418477868,2040,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,284.173160831948,2050,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,326.004186244833,2060,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,366.793087935355,2070,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,307.929546697603,2080,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,302.54442760763,2090,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,gfdl-esm2m_ewembi_rcp26_2005soc,357.090853078761,2099,km3/year,projected,isimip (2024).mpi-hm.gfdl-esm2m_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,298.804466083039,2020,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,356.400582080105,2030,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,393.968949416658,2040,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,346.946331532291,2050,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,370.372549389127,2060,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,314.532697304613,2070,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,307.052263210035,2080,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,289.047853268291,2090,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,ipsl-cm5a-lr_ewembi_rcp26_2005soc,372.383539650402,2099,km3/year,projected,isimip (2024).mpi-hm.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,317.40486514385,2020,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,348.188689728381,2030,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,318.549502396561,2040,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,310.312759933393,2050,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,320.746320718995,2060,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,325.245256021562,2070,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,299.94964179637,2080,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,341.832237376423,2090,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_picontrol_2005soc,332.392881210665,2099,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_picontrol_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,347.850555794372,2020,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,336.209680045905,2030,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,355.57487454322,2040,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,367.037174784701,2050,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,336.20798974189,2060,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,353.99684994106,2070,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,338.066217139212,2080,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,336.78342623406,2090,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp26_2005soc,340.890773729972,2099,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,340.553356896856,2020,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,307.141099383043,2030,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,317.253363337074,2040,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,337.24883157895,2050,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,336.384925440708,2060,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,368.632782276153,2070,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,348.153063839083,2080,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,353.772140452392,2090,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,mpi-hm,miroc5_ewembi_rcp60_2005soc,364.791419364229,2099,km3/year,projected,isimip (2024).mpi-hm.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,758.798593667232,2020,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,716.869969747192,2030,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,721.409630408637,2040,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,777.64245766512,2050,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,731.733642965281,2060,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,756.081349593296,2070,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,720.058101158553,2080,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,741.416452786235,2090,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,hadgem2-es_ewembi_rcp26_2005soc,747.40855001248,2099,km3/year,projected,isimip (2024).pcr-globwb.hadgem2-es_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,661.685905573592,2020,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,694.629574061706,2030,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,715.415916634679,2040,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,736.835592470467,2050,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,799.043538562342,2060,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,688.678444209619,2070,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,706.09351177195,2080,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,652.865435932525,2090,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,ipsl-cm5a-lr_ewembi_rcp26_2005soc,731.144581942735,2099,km3/year,projected,isimip (2024).pcr-globwb.ipsl-cm5a-lr_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,725.328807940238,2020,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,726.274866509437,2030,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,724.093945013082,2040,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,773.885971056452,2050,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,754.118346301788,2060,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,741.672293522556,2070,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,768.587779586622,2080,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,777.325070522974,2090,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp26_2005soc,752.061696291572,2099,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp26_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,734.297700792964,2020,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,776.114534376395,2030,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,739.126840738477,2040,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,737.340887225317,2050,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,766.010859296357,2060,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,800.192046820304,2070,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,742.765268755108,2080,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,758.284700683166,2090,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
,isimip database,isimip (2024),iww,global,pcr-globwb,miroc5_ewembi_rcp60_2005soc,785.319504452306,2099,km3/year,projected,isimip (2024).pcr-globwb.miroc5_ewembi_rcp60_2005soc,2024
10.5194/hess-15-3785-2011,modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability,wada et al (2011),iww,global,PCR-GLOBWB,,1268,1960,km3/year,current,wada et al (2011).PCR-GLOBWB.NA,2011
10.5194/hess-15-3785-2011,modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability,wada et al (2011),iww,global,PCR-GLOBWB,,1519,1970,km3/year,current,wada et al (2011).PCR-GLOBWB.NA,2011
10.5194/hess-15-3785-2011,modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability,wada et al (2011),iww,global,PCR-GLOBWB,,1900,1980,km3/year,current,wada et al (2011).PCR-GLOBWB.NA,2011
10.5194/hess-15-3785-2011,modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability,wada et al (2011),iww,global,PCR-GLOBWB,,2258,1990,km3/year,current,wada et al (2011).PCR-GLOBWB.NA,2011
10.5194/hess-15-3785-2011,modelling global water stress of the recent past: on the relative importance of trends in water demand and climate variability,wada et al (2011),iww,global,PCR-GLOBWB,,2628,2000,km3/year,current,wada et al (2011).PCR-GLOBWB.NA,2011
,aquastat: fao's global information system on water and agriculture,aquastat (2025),iww,global,aquastat,,926,2015,km3/year,current,aquastat (2025).aquastat.NA,2025
,aquastat: fao's global information system on water and agriculture,aquastat (2025),iww,global,aquastat,,936,2021,km3/year,current,aquastat (2025).aquastat.NA,2025
,global and regional evaluation of energy for water,liu et al (2016),iww,global,,,2715,2010,km3/year,current,liu et al (2016).NA.NA,2016
,"the world’s water, 2000-2001: the biennial report on freshwater resources",gleick (2000),iww,global,,,2264,1983,km3/year,current,gleick (2000).NA.NA,2000
,water and sustainability. global pattern and long-range problems,raskin et al (1996),iww,global,PoleStar system,CDS Conventional Development Scenario,2026,1996,km3/year,current,raskin et al (1996).PoleStar system.CDS Conventional Development Scenario,1996
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,2605,2000,km3/year,current,shiklomanov (2000).NA.NA,2000
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,513,1900,km3/year,current,shiklomanov (2000).NA.NA,2000
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,895,1940,km3/year,current,shiklomanov (2000).NA.NA,2000
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,1080,1950,km3/year,current,shiklomanov (2000).NA.NA,2000
10.1080/02508060008686794,appraisal and assessment of world water resources,shiklomanov (2000),iww,global,,,1481,1960,km3/year,current,shiklomanov (2000).NA.NA,2000
